Risk_Type,Reason_Code,Days_Apart,Shared_Company_ID,Left_Item_ID,Left_Source_ID,Left_Source_Item_ID,Left_Date,Left_Organisation,Left_Organisation_Key,Left_Company_ID,Left_Title,Left_URL,Right_Item_ID,Right_Source_ID,Right_Source_Item_ID,Right_Date,Right_Organisation,Right_Organisation_Key,Right_Company_ID,Right_Title,Right_URL
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-fcbb2a30976447da,CYBERATTAQUE_ORG,2074,2026-07-29,Orisha Insurance,orisha insurance,,"Orisha Insurance : un incident de sécurité frappe CIM, ses systèmes isolés en urgence",https://www.cyberattaque.org/orisha-insurance-un-incident-de-securite-frappe-cim-ses-systemes-isoles-en-urgence/,ITM-2e09c834c48baa53,FRENCHBREACHES,https://frenchbreaches.com/alertes/orisha-insurance-cim-ms5ra3ys2j9emgrkcgc,2026-07-29,Orisha Insurance,orisha insurance,,Orisha Insurance (CIM),https://frenchbreaches.com/alertes/orisha-insurance-cim-ms5ra3ys2j9emgrkcgc
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-0dd0ead1cf4f8083,CYBERATTAQUE_ORG,2088,2026-07-30,5doigts2pieds.fr,5doigts2pieds,,5doigts2pieds.fr piraté : les données et commandes de ses clients ont été volées,https://www.cyberattaque.org/5doigts2pieds-fr-pirate-les-donnees-et-commandes-de-ses-clients-ont-ete-volees/,ITM-26fa3664882d7189,FRENCHBREACHES,https://frenchbreaches.com/alertes/5doigts2pieds-ms7nsxtv858u04k6jvq,2026-07-30,5doigts2pieds,5doigts2pieds,,5doigts2pieds,https://frenchbreaches.com/alertes/5doigts2pieds-ms7nsxtv858u04k6jvq
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-fe38fbba13f1277e,CYBERATTAQUE_ORG,2077,2026-07-30,ENGIE Green,engie green,,ENGIE Green : 621 019 clients en fuite après une intrusion par injection SQL,https://www.cyberattaque.org/engie-green-621-019-clients-en-fuite-apres-une-intrusion-par-injection-sql/,ITM-29ad2fef543694a2,FRENCHBREACHES,https://frenchbreaches.com/alertes/engie-green-ms793t79jtz46e143go,2026-07-30,ENGIE Green,engie green,,ENGIE Green,https://frenchbreaches.com/alertes/engie-green-ms793t79jtz46e143go
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-3fc9eba93a38dd6e,BONJOURLAFUITE,,2026-07-31,Chambre de Commerce et de l’Industrie Nice Côte d’Azur,chambre de commerce et d industrie nice cote d azur,,Chambre de Commerce et de l’Industrie Nice Côte d’Azur,https://bonjourlafuite.eu.org/img/cci-nice.png,ITM-20afe79fae511313,FRENCHBREACHES,https://frenchbreaches.com/alertes/chambre-de-commerce-et-d-industrie-nice-c-te-d-azur-ms9972qijqoesdq8cu,2026-07-31,Chambre de Commerce et d'Industrie Nice Côte d'Azur,chambre de commerce et d industrie nice cote d azur,,Chambre de Commerce et d'Industrie Nice Côte d'Azur,https://frenchbreaches.com/alertes/chambre-de-commerce-et-d-industrie-nice-c-te-d-azur-ms9972qijqoesdq8cu
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-b04e502985266164,BONJOURLAFUITE,,2026-07-31,Éducation Nationale,education nationale,110043015,Éducation Nationale,https://www.education.gouv.fr/incident-de-securite-affectant-les-donnees-de-personnels-de-l-education-nationale-505407,ITM-1ee6f6cbcdcfbbb3,CYBERATTAQUE_ORG,2097,2026-07-31,Éducation nationale,education nationale,110043015,Éducation nationale : 25 ans de données d’agents potentiellement exposées après une cyberattaque,https://www.cyberattaque.org/education-nationale-25-ans-de-donnees-dagents-potentiellement-exposees-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-b04e502985266164,BONJOURLAFUITE,,2026-07-31,Éducation Nationale,education nationale,110043015,Éducation Nationale,https://www.education.gouv.fr/incident-de-securite-affectant-les-donnees-de-personnels-de-l-education-nationale-505407,ITM-77d99da3eb7846e3,FRENCHBREACHES,https://frenchbreaches.com/alertes/minist-re-de-l-ducation-nationale-ms98aai3bqkzfv424c,2026-07-31,Ministère de l'Éducation nationale,education nationale,110043015,Ministère de l'Éducation nationale,https://frenchbreaches.com/alertes/minist-re-de-l-ducation-nationale-ms98aai3bqkzfv424c
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-1ee6f6cbcdcfbbb3,CYBERATTAQUE_ORG,2097,2026-07-31,Éducation nationale,education nationale,110043015,Éducation nationale : 25 ans de données d’agents potentiellement exposées après une cyberattaque,https://www.cyberattaque.org/education-nationale-25-ans-de-donnees-dagents-potentiellement-exposees-apres-une-cyberattaque/,ITM-77d99da3eb7846e3,FRENCHBREACHES,https://frenchbreaches.com/alertes/minist-re-de-l-ducation-nationale-ms98aai3bqkzfv424c,2026-07-31,Ministère de l'Éducation nationale,education nationale,110043015,Ministère de l'Éducation nationale,https://frenchbreaches.com/alertes/minist-re-de-l-ducation-nationale-ms98aai3bqkzfv424c
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-91911763bdbfa5aa,FRENCHBREACHES,https://frenchbreaches.com/alertes/groupe-t2mc-msatleltiim1uf4u47g,2026-08-01,Groupe T2MC,groupe t2mc,,Groupe T2MC,https://frenchbreaches.com/alertes/groupe-t2mc-msatleltiim1uf4u47g,ITM-589ef74c132ae0a2,CYBERATTAQUE_ORG,2114,2026-08-02,Groupe T2MC,groupe t2mc,,Groupe T2MC : 82 000 cartes d’identité et RIB exposés dans une fuite massive,https://www.cyberattaque.org/groupe-t2mc-82-000-cartes-didentite-et-rib-exposes-dans-une-fuite-massive/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-40b394bef3a1fe44,CYBERATTAQUE_ORG,2107,2026-08-01,Xplor Resamania,xplor resamania,,"Xplor Resamania : 5,27 millions de dossiers d’adhérents de salles de sport en fuite",https://www.cyberattaque.org/xplor-resamania-527-millions-de-dossiers-dadherents-de-salles-de-sport-revendiques/,ITM-0ca880336ac1979f,FRENCHBREACHES,https://frenchbreaches.com/alertes/xplor-resamania-ms9zix0ogp9u7xkgvu5,2026-08-01,Xplor Resamania,xplor resamania,,Xplor Resamania,https://frenchbreaches.com/alertes/xplor-resamania-ms9zix0ogp9u7xkgvu5
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-1f4e8297dec64af5,FRENCHBREACHES,https://frenchbreaches.com/alertes/mairie-de-drancy-rw_VFdGcGNtbGxJR1JsSUVSeVlXNWplVUJ4YVd4cGJnPT0,2026-08-02,Mairie de Drancy,mairie de drancy,,Mairie de Drancy,https://frenchbreaches.com/alertes/mairie-de-drancy-rw_VFdGcGNtbGxJR1JsSUVSeVlXNWplVUJ4YVd4cGJnPT0,ITM-661df1461c218991,RANSOMWARE_LIVE,,2026-08-02,Mairie de Drancy,mairie de drancy,,Mairie de Drancy revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=1277b405-d795-4d1d-bae9-7bd745f18c79
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-269b7ed2a6d0b273,FRENCHBREACHES,https://frenchbreaches.com/alertes/questel-sas-msbnp9vg1hm7pouz2gh,2026-08-02,Questel SAS,questel,,Questel SAS,https://frenchbreaches.com/alertes/questel-sas-msbnp9vg1hm7pouz2gh,ITM-33a56ad7e361ee27,RANSOMWARE_LIVE,,2026-08-02,Questel SAS,questel,,Questel SAS revendiqué par shinyhunters,https://questel.com
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-4168c464e94c7b7e,CYBERATTAQUE_ORG,2117,2026-08-02,Terveo,terveo,824692347,Terveo : les données clients et historiques de commandes exposés dans une cyberattaque,https://www.cyberattaque.org/terveo-les-donnees-clients-et-historiques-de-commandes-exposes-dans-une-cyberattaque/,ITM-386bf2c572aa1262,FRENCHBREACHES,https://frenchbreaches.com/alertes/terveo-msb0jbxnwduz5ngrumi,2026-08-02,TERVEO,terveo,824692347,TERVEO,https://frenchbreaches.com/alertes/terveo-msb0jbxnwduz5ngrumi
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-80afdf216d137be6,CYBERATTAQUE_ORG,2141,2026-08-03,Chat Coco,chat coco,,Chat Coco : 14 260 comptes et messages privés exposés sur l’héritier du controversé Coco.gg,https://www.cyberattaque.org/chat-coco-14-260-comptes-et-messages-prives-exposes-sur-lheritier-du-controverse-coco-gg/,ITM-84758253203f8d43,FRENCHBREACHES,https://frenchbreaches.com/alertes/chat-coco-mscfkkp86lht0x39su5,2026-08-03,Chat Coco,chat coco,,Chat Coco,https://frenchbreaches.com/alertes/chat-coco-mscfkkp86lht0x39su5
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,3,,ITM-d48c60eacc212e96,CYBERATTAQUE_ORG,2127,2026-08-03,Inserm,inserm,,Inserm : 189 997 profils de professionnels de santé dans une fuite massive,https://www.cyberattaque.org/inserm-189-997-profils-de-professionnels-de-sante-dans-une-fuite-massive/,ITM-6e76853753006061,FRENCHBREACHES,https://frenchbreaches.com/alertes/inserm-mshn3qktwz0jhhrvfde,2026-08-06,INSERM,inserm,,INSERM,https://frenchbreaches.com/alertes/inserm-mshn3qktwz0jhhrvfde
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-ccf5491ab2cd980d,FRENCHBREACHES,https://frenchbreaches.com/alertes/setic-pourtier-rw_YzJWMGFXTXRjRzkxY25ScFpYSXVZMjl0UUd4dlkydGlhWFEx,2026-08-03,Setic Pourtier,setic pourtier,342635570,Setic Pourtier,https://frenchbreaches.com/alertes/setic-pourtier-rw_YzJWMGFXTXRjRzkxY25ScFpYSXVZMjl0UUd4dlkydGlhWFEx,ITM-99e173cc1072d3e1,RANSOMWARE_LIVE,,2026-08-03,setic-pourtier,setic pourtier,342635570,setic-pourtier revendiqué par lockbit5,http://lockbitfnszjao7hayqsd424m74k5jxc52hozvabjrut7pjfsfaaaoad.onion/post/2bc56f4bc426a07fe15fefe7f4450202
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,1,,ITM-baae2bcc12b6b999,CYBERATTAQUE_ORG,2151,2026-08-05,Stade Français,stade francais,,Stade Français : les passeports et cartes d’identité de joueurs en fuite,https://www.cyberattaque.org/stade-francais-cyberattaque-passeport/,ITM-5b224f2217bc78a0,FRENCHBREACHES,https://frenchbreaches.com/alertes/stade-fran-ais-paris-mshxny5ez43h7cehwd8,2026-08-06,Stade Français Paris,stade francais,,Stade Français Paris,https://frenchbreaches.com/alertes/stade-fran-ais-paris-mshxny5ez43h7cehwd8
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-baae2bcc12b6b999,CYBERATTAQUE_ORG,2151,2026-08-05,Stade Français,stade francais,,Stade Français : les passeports et cartes d’identité de joueurs en fuite,https://www.cyberattaque.org/stade-francais-cyberattaque-passeport/,ITM-a820a252aa5455d9,RANSOMWARE_LIVE,,2026-08-05,Stade Francais,stade francais,,Stade Francais revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=84f95786-5afa-42c0-8497-df4f2f88a889
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,1,,ITM-a820a252aa5455d9,RANSOMWARE_LIVE,,2026-08-05,Stade Francais,stade francais,,Stade Francais revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=84f95786-5afa-42c0-8497-df4f2f88a889,ITM-5b224f2217bc78a0,FRENCHBREACHES,https://frenchbreaches.com/alertes/stade-fran-ais-paris-mshxny5ez43h7cehwd8,2026-08-06,Stade Français Paris,stade francais,,Stade Français Paris,https://frenchbreaches.com/alertes/stade-fran-ais-paris-mshxny5ez43h7cehwd8
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-04a856475a59deb2,CYBERATTAQUE_ORG,2161,2026-08-06,Armurerie Lavaux,armurerie lavaux,503383101,Détenteurs d’armes à nouveau dans le viseur : l’Armurerie Lavaux confirme une cyberattaque,https://www.cyberattaque.org/detenteurs-darmes-a-nouveau-dans-le-viseur-larmurerie-lavaux-confirme-une-cyberattaque/,ITM-295bbb44a2869caa,FRENCHBREACHES,https://frenchbreaches.com/alertes/armurerie-lavaux-mseypxv2fdmjdlqaj78,2026-08-06,Armurerie Lavaux,armurerie lavaux,503383101,Armurerie Lavaux,https://frenchbreaches.com/alertes/armurerie-lavaux-mseypxv2fdmjdlqaj78
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-e5d73bca2b1212d3,CYBERATTAQUE_ORG,2175,2026-08-06,Biosynex,biosynex,481075703,Biosynex annonce être victime d’une fuite de données professionnelles,https://www.cyberattaque.org/biosynex-annonce-etre-victime-dune-fuite-de-donnees-professionnelles/,ITM-38f7e4f5a09b85e4,FRENCHBREACHES,https://frenchbreaches.com/alertes/biosynex-msi1a59xyyo8dd0uay9,2026-08-06,Biosynex,biosynex,481075703,Biosynex,https://frenchbreaches.com/alertes/biosynex-msi1a59xyyo8dd0uay9
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-5e135e88502f97bd,CYBERATTAQUE_ORG,2172,2026-08-06,Bloctel,bloctel,,Bloctel : 3 millions de numéros en fuite à cinq jours de la fin du service,https://www.cyberattaque.org/bloctel-3-millions-de-numeros-en-fuite/,ITM-b2a439e3d1533f8a,BONJOURLAFUITE,,2026-08-07,Bloctel,bloctel,,Bloctel,https://bonjourlafuite.eu.org/img/bloctel.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-5e135e88502f97bd,CYBERATTAQUE_ORG,2172,2026-08-06,Bloctel,bloctel,,Bloctel : 3 millions de numéros en fuite à cinq jours de la fin du service,https://www.cyberattaque.org/bloctel-3-millions-de-numeros-en-fuite/,ITM-f690c99943f1ca81,FRENCHBREACHES,https://frenchbreaches.com/alertes/bloctel-mshxaq0ysyd27ca7f6,2026-08-06,Bloctel,bloctel,,Bloctel,https://frenchbreaches.com/alertes/bloctel-mshxaq0ysyd27ca7f6
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-f690c99943f1ca81,FRENCHBREACHES,https://frenchbreaches.com/alertes/bloctel-mshxaq0ysyd27ca7f6,2026-08-06,Bloctel,bloctel,,Bloctel,https://frenchbreaches.com/alertes/bloctel-mshxaq0ysyd27ca7f6,ITM-b2a439e3d1533f8a,BONJOURLAFUITE,,2026-08-07,Bloctel,bloctel,,Bloctel,https://bonjourlafuite.eu.org/img/bloctel.png
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-582eb78bcb240856,CYBERATTAQUE_ORG,2170,2026-08-06,Hospices Civils de Lyon,hospices civils de lyon,266900273,Hospices Civils de Lyon : une ancienne base de professionnels en fuite,https://www.cyberattaque.org/hospices-civils-de-lyon-cyberattaque/,ITM-50808b81d1fe1645,FRENCHBREACHES,https://frenchbreaches.com/alertes/hospices-civils-de-lyon-mshd1fdm90trgfi4n8v,2026-08-06,Hospices Civils de Lyon,hospices civils de lyon,266900273,Hospices Civils de Lyon,https://frenchbreaches.com/alertes/hospices-civils-de-lyon-mshd1fdm90trgfi4n8v
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-bb13d17602511733,CYBERATTAQUE_ORG,2157,2026-08-06,Mvision,mvision,,"Mvision : plus de 2 100 dossiers RH revendiqués avec NIR, passeports et données de santé",https://www.cyberattaque.org/mvision-plus-de-2-100-dossiers-rh-revendiques-avec-nir-passeports-et-donnees-de-sante/,ITM-96728e715b7df298,FRENCHBREACHES,https://frenchbreaches.com/alertes/mvision-msgwx7wpe04lm2vdg5t,2026-08-06,MVision,mvision,,MVision,https://frenchbreaches.com/alertes/mvision-msgwx7wpe04lm2vdg5t
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-d79b2e288ccad695,FRENCHBREACHES,https://frenchbreaches.com/alertes/actini-group-rw_ZDNkM0xtRmpkR2x1YVM1amIyMUFhM0o1WW1sMA,2026-08-07,Actini Group,actini,398147637,Actini Group,https://frenchbreaches.com/alertes/actini-group-rw_ZDNkM0xtRmpkR2x1YVM1amIyMUFhM0o1WW1sMA,ITM-5ad9dee2bb8a4173,RANSOMWARE_LIVE,,2026-08-07,actini,actini,398147637,actini revendiqué par krybit,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/8a0bdf901623710a4eef9699878ae33d2fc778edb5e3b5f6302f955744120676/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-f10fab241bce001a,CYBERATTAQUE_ORG,2182,2026-08-07,AFPA,afpa,,AFPA piraté : 101 comptes exposés et un accès administrateur publié,https://www.cyberattaque.org/afpa-pirate-101-comptes-exposes-et-un-acces-administrateur-publie/,ITM-465255d6ae8ab559,FRENCHBREACHES,https://frenchbreaches.com/alertes/afpa-msj805wnmw8zz6kstul,2026-08-07,AFPA,afpa,,AFPA,https://frenchbreaches.com/alertes/afpa-msj805wnmw8zz6kstul
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-388754922f1334d8,RANSOMWARE_LIVE,,2026-08-07,reflet2000,reflet2000,329476519,reflet2000 revendiqué par krybit,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/6a016f41ca1953ff139063dbb3c3871fbf732c574f69562ccc6db847eb3f24e2/,ITM-d0c4e4e46300d8ab,CYBERATTAQUE_ORG,2193,2026-08-08,Reflet 2000,reflet2000,329476519,"Reflet 2000 : près de 23 Go de données RH, paie et contrats diffusés après une cyberattaque",https://www.cyberattaque.org/reflet-2000-pres-de-23-go-de-donnees-rh-paie-et-contrats-diffuses-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-aa9b72699972ffc5,FRENCHBREACHES,https://frenchbreaches.com/alertes/blgcloud-mskjo8rlb7gngvnvb4k,2026-08-08,BlgCloud,blgcloud,,BlgCloud,https://frenchbreaches.com/alertes/blgcloud-mskjo8rlb7gngvnvb4k,ITM-c2ee72fcb6ba89cb,CYBERATTAQUE_ORG,2198,2026-08-09,BlgCloud,blgcloud,,"BlgCloud : les données de 159 entreprises revendiquées, des milliers de documents en fuite",https://www.cyberattaque.org/blgcloud-les-donnees-de-159-entreprises-pirate-des-millions-de-documents-en-fuite/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-5ab13a9b8c40816f,FRENCHBREACHES,https://frenchbreaches.com/alertes/clcv-consommation-logement-et-cadre-de-vie-mskk2jbes84h2ad5fra,2026-08-08,CLCV,clcv,,"CLCV (Consommation, Logement et Cadre de Vie)",https://frenchbreaches.com/alertes/clcv-consommation-logement-et-cadre-de-vie-mskk2jbes84h2ad5fra,ITM-09eb6993763586d8,CYBERATTAQUE_ORG,2209,2026-08-09,CLCV,clcv,,CLCV : 80 031 dossiers de consommateurs revendiqués avec leurs litiges et coordonnées,https://www.cyberattaque.org/cyberattaque-association-nationale-de-consommateurs-et-usagers/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-cf02526a534d66c5,RANSOMWARE_LIVE,,2026-08-08,Impact Centre Chrétien,impact centre chretien,,Impact Centre Chrétien revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=beeeda5d-f120-4c05-8e03-78c2d8785c59,ITM-678f490b7e3fa135,CYBERATTAQUE_ORG,2206,2026-08-09,Impact Centre Chrétien,impact centre chretien,,"Impact Centre Chrétien frappé par Qilin : passeports, permis et titres de séjour déjà exposés",https://www.cyberattaque.org/impact-centre-chretien-frappe-par-qilin-passeports-permis-et-titres-de-sejour-deja-exposes/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-f796c1c162ca1ac0,CYBERATTAQUE_ORG,2190,2026-08-08,Mutuelle Générale de Prévoyance,mutuelle generale de prevoyance,337682660,Mutuelle Générale de Prévoyance : 133 018 IBAN et près de 200 000 identités dans une fuite massive,https://www.cyberattaque.org/mutuelle-generale-de-prevoyance-133-018-iban-et-pres-de-200-000-identites-dans-une-fuite-massive/,ITM-f4aabe53126031a6,FRENCHBREACHES,https://frenchbreaches.com/alertes/mutuelle-g-n-rale-de-pr-voyance-msjkkufska3mdj2z8xb,2026-08-08,Mutuelle Générale de Prévoyance,mutuelle generale de prevoyance,337682660,Mutuelle Générale de Prévoyance,https://frenchbreaches.com/alertes/mutuelle-g-n-rale-de-pr-voyance-msjkkufska3mdj2z8xb
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-410dbe7b91c57c0c,FRENCHBREACHES,https://frenchbreaches.com/alertes/roussel-agri-62-blgcloud-mskjsgirjuladgvz0sj,2026-08-08,Roussel Agri 62,roussel agri62,,Roussel Agri 62 (BlgCloud),https://frenchbreaches.com/alertes/roussel-agri-62-blgcloud-mskjsgirjuladgvz0sj,ITM-c1696804ee7c16b8,CYBERATTAQUE_ORG,2201,2026-08-09,Roussel Agri62,roussel agri62,,"Roussel Agri62 ouvre la série de fuites BlgCloud avec 9,33 Go de données exposées",https://www.cyberattaque.org/roussel-agri62-ouvre-la-serie-de-fuites-blgcloud-avec-933-go-de-donnees-exposees/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-33a67e9f40f8745d,CYBERATTAQUE_ORG,2218,2026-08-09,Bureau Vallée,bureau vallee,,Bureau Vallée : 55 949 fiches clients en fuite après une cyberattaque avortée,https://www.cyberattaque.org/bureau-vallee-55-949-fiches-clients-en-fuite-apres-une-cyberattaque-avortee/,ITM-9021b9aa28ea4a6a,FRENCHBREACHES,https://frenchbreaches.com/alertes/bureau-vall-e-msm7y0p26cnf5r2ewtu,2026-08-09,Bureau Vallée,bureau vallee,,Bureau Vallée,https://frenchbreaches.com/alertes/bureau-vall-e-msm7y0p26cnf5r2ewtu
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-057b52f6d1ab1f67,CYBERATTAQUE_ORG,2223,2026-08-09,Duvignau40,duvignau40,,"Duvignau40 : les données CRM, des e-mails et des documents diffusés",https://www.cyberattaque.org/blgcloud-duvignau40-les-donnees-crm-des-e-mails-et-des-documents-diffuses/,ITM-7abef61056c1dc74,FRENCHBREACHES,https://frenchbreaches.com/alertes/duvignau-40-blgcloud-msm86diuc1krxvgldsu,2026-08-09,Duvignau 40,duvignau40,,Duvignau 40 (BlgCloud),https://frenchbreaches.com/alertes/duvignau-40-blgcloud-msm86diuc1krxvgldsu
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-a9e391cbc4f07068,CYBERATTAQUE_ORG,2213,2026-08-09,Le Mans FC,le mans fc,,Le Mans FC : une base de 2 481 enregistrements diffusée après une fuite de données,https://www.cyberattaque.org/le-mans-fc-une-base-de-2-481-enregistrements-diffusee-apres-une-fuite-de-donnees/,ITM-e83033755daac537,FRENCHBREACHES,https://frenchbreaches.com/alertes/le-mans-fc-msm10s9d7aa7x3v9wvi,2026-08-09,Le Mans FC,le mans fc,,Le Mans FC,https://frenchbreaches.com/alertes/le-mans-fc-msm10s9d7aa7x3v9wvi
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-bef54a4a3bb5c9a9,CYBERATTAQUE_ORG,2248,2026-08-10,FFHandball,federation francaise de handball,,"FFHandball : 1,36 million de données de licenciés en fuite après une cyberattaque",https://www.cyberattaque.org/ffhandball-136-million-de-donnees-de-licencies-en-fuite-apres-une-cyberattaque/,ITM-a41c3c69231506b9,FRENCHBREACHES,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-handball-msn9vcfexvsnlnk1ha,2026-08-10,Fédération Française de Handball,federation francaise de handball,,Fédération Française de Handball,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-handball-msn9vcfexvsnlnk1ha
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-764290f2f70f1276,CYBERATTAQUE_ORG,2259,2026-08-10,Groupe Cloué,groupe cloue,,"Groupe Cloué : 6,7 Go de données et plus de 9 000 fichiers publiés après une cyberattaque",https://www.cyberattaque.org/groupe-cloue-67-go-de-donnees-et-plus-de-9-000-fichiers-publies-apres-une-cyberattaque/,ITM-49b4bda3f6d704ea,FRENCHBREACHES,https://frenchbreaches.com/alertes/groupe-clou-blgcloud-msnd05otu1hyrbmzqy,2026-08-10,Groupe Cloué,groupe cloue,,Groupe Cloué (BlgCloud),https://frenchbreaches.com/alertes/groupe-clou-blgcloud-msnd05otu1hyrbmzqy
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-4bfa09a25398f690,CYBERATTAQUE_ORG,2238,2026-08-10,I-CAD,i cad,,I-CAD : une faille de sécurité sur le fichier national des chiens et chats,https://www.cyberattaque.org/i-cad-une-faille-de-securite-sur-le-fichier-national-des-chiens-et-chats/,ITM-174aa1135065caa2,FRENCHBREACHES,https://frenchbreaches.com/alertes/i-cad-msn3ybtatwxhj8nio8n,2026-08-10,I-CAD,i cad,,I-CAD,https://frenchbreaches.com/alertes/i-cad-msn3ybtatwxhj8nio8n
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-464180dceec58b0f,BONJOURLAFUITE,,2026-08-10,Steam,steam,,Steam,https://bonjourlafuite.eu.org/img/steam.png,ITM-f6f916078e291e8d,CYBERATTAQUE_ORG,2245,2026-08-10,Steam,steam,,"Steam : noms, adresses et commandes de clients européens exposés après une cyberattaque",https://www.cyberattaque.org/steam-noms-adresses-et-commandes-de-clients-europeens-exposes-apres-une-cyberattaque/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-464180dceec58b0f,BONJOURLAFUITE,,2026-08-10,Steam,steam,,Steam,https://bonjourlafuite.eu.org/img/steam.png,ITM-a935e2896bf42300,FRENCHBREACHES,https://frenchbreaches.com/alertes/steam-msndgcya2ase84mzxi6,2026-08-10,Steam,steam,,Steam,https://frenchbreaches.com/alertes/steam-msndgcya2ase84mzxi6
