date,organisation,territoire,localisation,secteur,type_menace,acteur,statut,score_cyberattaque,impact_connu,source_urls,synthese,evolution,sector_evidence_url,sector_evidence_text,sector_evidence_source,sector_evidence_type
2026-06-04,Krys,France,France,Finance / Assurance,Fuite de données,Inconnu,Signal documenté par la source,60,Une importante fuite de données attribuée à l’écosystème Krys est actuellement proposée à la vente sur un forum…,https://www.cyberattaque.org/krys-200-000-clients-exposes-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Krys : 200 000 clients exposés dans une fuite de données,nouveau,,,,
2026-06-03,École élémentaire Montaigne de Roubaix,France,France,Éducation / Formation,Intrusion,Inconnu,Revendiqué / non corroboré,65,Des données attribuées à l’École élémentaire Montaigne de Roubaix circulent actuellement sur un forum cybercriminel. La publication évoque…,https://www.cyberattaque.org/ecole-elementaire-montaigne-de-roubaix-plus-de-31-000-donnees-scolaires-et-administratives-exposees/,Rattrapage 2026 Cyberattaque.org — École élémentaire Montaigne de Roubaix : plus de 31 000 données scolaires et administratives exposées,nouveau,,,,
2026-06-03,Osmose,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Osmose, plateforme utilisée au sein du réseau France Services, a été publiée…",https://www.cyberattaque.org/osmose-11-000-profils-dagents-france-services-diffuses-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Osmose : 11 000 profils d’agents France services diffusés après une cyberattaque,nouveau,,,,
2026-06-03,Carvivo,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée à Carvivo circule actuellement sur un forum cybercriminel. L’auteur de la publication affirme…,https://www.cyberattaque.org/carvivo-15-millions-dautomobilistes-revendiques-dans-une-fuite-massive/,Rattrapage 2026 Cyberattaque.org — Carvivo : 15 millions d’automobilistes revendiqués dans une fuite massive,nouveau,,,,
2026-06-02,Mon Espace Santé (DMP),France,France,Santé,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Un cybercriminel affirme avoir constitué une base de données attribuée au Dossier Médical Partagé (DMP) de Mon Espace…,https://www.cyberattaque.org/dossier-medical-partage-cyberataque-dmp-fuite/,Rattrapage 2026 Cyberattaque.org — Mon Espace Santé (DMP) : plus de 34 millions de dossiers de Français revendiqués sur le DarkWeb,nouveau,,,,
2026-06-01,SeLoger,France,Marseille,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Un acteur cybercriminel se présentant comme affilié au groupe LAPSUS$ affirme avoir compromis SeLoger.com et propose à la…,https://www.cyberattaque.org/seloger-45-millions-de-comptes-revendiques-dans-une-fuite-de-donnees/,"Rattrapage 2026 Cyberattaque.org — SeLoger : 4,5 millions de comptes revendiqués dans une fuite de données",nouveau,,,,
2026-06-01,Le Média Pour Tous,France,France,Finance / Assurance,Ransomware,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Le Média Pour Tous, média indépendant fondé par Vincent Lapierre, a été…",https://www.cyberattaque.org/le-media-pour-tous-les-donnees-de-13-000-comptes-membres-en-fuite/,Rattrapage 2026 Cyberattaque.org — Le Média Pour Tous : les données de 13 000 comptes membres en fuite,nouveau,,,,
2026-05-31,Avantages Enseignants,France,France,Administration / Collectivité,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée au site avantages-enseignants.fr a été publiée sur un forum cybercriminel. La plateforme est…,https://www.cyberattaque.org/avantages-enseignants-pres-de-126-000-comptes-denseignants-francais-en-fuite/,Rattrapage 2026 Cyberattaque.org — Avantages Enseignants : près de 126 000 comptes d’enseignants français en fuite,nouveau,,,,
2026-05-31,Air Austral,La Réunion,La Réunion,Transport / Logistique,Fuite de données,ChimeraZ,Revendiqué / non corroboré,65,"Le hacker ChimeraZ revendique la publication d’une base de données attribuée à Air Austral, compagnie aérienne française basée…",https://www.cyberattaque.org/air-austral-les-donnees-de-1-000-employes-diffusees-publiquement/,Rattrapage 2026 Cyberattaque.org — Air Austral : les données de 1 000 employés diffusées publiquement,nouveau,,,,
2026-05-29,"Somafix sous la menace d’un ransomware, 10 Go de données revendiqués",France,Nouvion-en-Thiérache,Industrie / Manufacture,Ransomware,Inconnu,Revendiqué / non corroboré,65,"La société Somafix, spécialisée dans la fourniture de quincaillerie, fixations, outillage et équipements destinés aux professionnels de l’industrie…",https://www.cyberattaque.org/somafix-sous-la-menace-dun-ransomware-10-go-de-donnees-revendiques/,"Rattrapage 2026 Cyberattaque.org — Somafix sous la menace d’un ransomware, 10 Go de données revendiqués",nouveau,,,,
2026-05-29,"Cablematic touché par un ransomware, 100 Go de données menacés de publication",France,France,Finance / Assurance,Ransomware,Inconnu,Signal documenté par la source,60,"La société Cablematic Dos Mil SLU, spécialisée dans la distribution de matériel électronique, d’équipements réseau et de solutions…",https://www.cyberattaque.org/cablematic-touche-par-un-ransomware-100-go-de-donnees-menaces-de-publication/,"Rattrapage 2026 Cyberattaque.org — Cablematic touché par un ransomware,  100 Go de données menacés de publication",nouveau,,,,
2026-05-28,Groupe IMA,France,France,Finance / Assurance,Fuite de données,Inconnu,Signal documenté par la source,60,Une nouvelle fuite de données attribuée au Groupe IMA (Inter Mutuelles Assistance) vient d’être publiée sur un forum…,https://www.cyberattaque.org/groupe-ima-62-go-de-factures-et-donnees-clients-diffuses-apres-une-fuite-massive/,"Rattrapage 2026 Cyberattaque.org — Groupe IMA : 6,2 Go de factures et données clients diffusés après une fuite massive",nouveau,,,,
2026-05-28,"Figaro Immobilier touché par une cyberattaque, 100 000 documents et factures clients diffusés",France,Marseille,Construction / BTP,Autre cyber,ChimeraZ,Revendiqué / non corroboré,65,Le cybercriminel ChimeraZ revendique une nouvelle fuite visant le secteur immobilier français avec la publication de données attribuées…,https://www.cyberattaque.org/figaro-immobilier-touche-par-une-cyberattaque-100-000-documents-et-factures-clients-diffuses/,"Rattrapage 2026 Cyberattaque.org — Figaro Immobilier touché par une cyberattaque, 100 000 documents et factures clients diffusés",nouveau,,,,
2026-05-28,EnVisite,France,Marseille,Numérique / Technologie,Fuite de données,ChimeraZ,Revendiqué / non corroboré,65,Le cybercriminel ChimeraZ revendique une nouvelle fuite touchant le secteur immobilier français avec la publication de données attribuées…,https://www.cyberattaque.org/envisite-138-000-visites-virtuelles-et-mandats-immobiliers-publies-sur-le-darkweb/,Rattrapage 2026 Cyberattaque.org — EnVisite : 138 000 visites virtuelles et mandats immobiliers publiés sur le darkweb,nouveau,,,,
2026-05-28,Eeva Club Évasion,France,France,Sport,Autre cyber,Inconnu,Revendiqué / non corroboré,65,"Le groupe cybercriminel LAPSUS$ affirme avoir récupéré la base de données du site eeva.fr, avec près de 54…",https://www.cyberattaque.org/eeva-club-evasion-les-donnees-de-54-000-vacanciers-recuperees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Eeva Club Évasion : les données de 54 000 vacanciers récupérées après une cyberattaque,nouveau,,,,
2026-05-28,Certificat CléA,France,France,Finance / Assurance,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée au site certificat-clea.fr a été publiée sur un forum cybercriminel. La fuite concernerait…,https://www.cyberattaque.org/certificat-clea-plus-de-63-000-dossiers-de-certification-professionnelle-en-fuite/,Rattrapage 2026 Cyberattaque.org — Certificat CléA : plus de 63 000 dossiers de certification professionnelle en fuite,nouveau,,,,
2026-05-28,Apogas Immobilier,France,Marseille,Construction / BTP,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Le groupe AplaGroup revendique la publication d’une base de données attribuée à Apogas Immobilier, une structure spécialisée dans…",https://www.cyberattaque.org/apogas-immobilier-des-donnees-clients-et-vendeurs-exposees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Apogas Immobilier : des données clients et vendeurs exposées dans une fuite de données,nouveau,,,,
2026-05-27,Socotec,France,France,Construction / BTP,Fuite de données,ChimeraZ,Revendiqué / non corroboré,65,"Le cybercriminel ChimeraZ, déjà impliqué dans plusieurs publications massives visant des entreprises françaises ces dernières semaines, revendique désormais…",https://www.cyberattaque.org/socotec-des-milliers-de-factures-clients-et-documents-professionnels-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Socotec : des milliers de factures clients et documents professionnels dans une fuite de données,nouveau,,,,
2026-05-27,Restaurant Ino Plage,France,Cagnes-sur-Mer,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Le restaurant Ino Plage, situé à Cagnes-sur-Mer, fait l’objet d’une fuite de données publiée sur un forum cybercriminel….",https://www.cyberattaque.org/restaurant-ino-plage-une-base-de-donnees-clients-diffusee-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Restaurant Ino Plage : une base de données clients diffusée après une cyberattaque,nouveau,,,,
2026-05-27,HPA Guide,France,France,Inconnu,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Une base de données attribuée à hpaguide.fr circule actuellement sur un forum cybercriminel. Le site, spécialisé dans l’hôtellerie…",https://www.cyberattaque.org/hpa-guide-les-coordonnees-de-milliers-de-campings-francais-diffusees-apres-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — HPA Guide : les coordonnées de milliers de campings français diffusées après une fuite de données,nouveau,,,,
2026-05-27,FNHPA,France,France,Inconnu,Fuite de données,ChimeraZ,Signal documenté par la source,60,"Le cybercriminel ChimeraZ, déjà impliqué dans plusieurs publications visant le secteur du tourisme et d’hôtellerie de plein air,…",https://www.cyberattaque.org/fnhpa-pres-de-9-000-donnees-et-documents-de-campings-francais-exposes/,Rattrapage 2026 Cyberattaque.org — FNHPA : près de 9 000 données et documents de campings français exposés,nouveau,,,,
2026-05-27,Amanda (Amepi),France,Marseille,Administration / Collectivité,Autre cyber,ChimeraZ,Revendiqué / non corroboré,65,"Le cybercriminel ChimeraZ, déjà à l’origine de nombreuses publications visant des entreprises françaises ces dernières semaines, revendique désormais…",https://www.cyberattaque.org/amanda-amepi-les-donnees-de-visites-immobilieres-et-dagences-exposees-apres-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Amanda (Amepi) : 6 000 enregistrements de visites immobilières exposées après une cyberattaque,nouveau,,,,
2026-05-26,Nature & Cie,France,France,Inconnu,Ransomware,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Nature & Cie, PME française spécialisée dans les produits alimentaires bio et…",https://www.cyberattaque.org/nature-cie-des-donnees-commerciales-liees-a-biocoop-naturalia-et-la-vie-claire-exposees-apres-une-fuite/,"Rattrapage 2026 Cyberattaque.org — Nature & Cie : des données commerciales liées à Biocoop, Naturalia et La Vie Claire exposées après une fuite",nouveau,,,,
2026-05-26,ManoMano,France,France,Commerce / Distribution,Intrusion,Inconnu,Signal documenté par la source,60,"Une base de données présentée comme liée à ManoMano.fr, l’une des principales plateformes françaises de bricolage et d’équipement…",https://www.cyberattaque.org/manomano-les-donnees-de-pres-de-178-000-commandes-clients-diffusees-en-ligne/,Rattrapage 2026 Cyberattaque.org — ManoMano : les données de près de 178 000 commandes clients diffusées en ligne,nouveau,,,,
2026-05-24,Optic 2000,France,France,Commerce / Distribution,Fuite de données,Inconnu,Signal documenté par la source,60,"Le groupe Optic 2000, l’un des principaux réseaux d’opticiens en France, apparaît dans une fuite de données publiée…",https://www.cyberattaque.org/optic-2000-pres-de-8-000-factures-pdf-et-donnees-de-franchises-en-fuite/,Rattrapage 2026 Cyberattaque.org — Optic 2000 : près de 8 000 factures PDF et données de franchisés en fuite,nouveau,,,,
2026-05-24,Les Embruns d’Oléron,France,Château-d’Oléron sur l’île d’Oléron,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Le camping Les Embruns d’Oléron, établissement 4 étoiles situé au Château-d’Oléron sur l’île d’Oléron, apparaît dans une nouvelle…",https://www.cyberattaque.org/les-embruns-doleron-les-donnees-de-1-800-vacanciers-du-camping-exfiltrees/,Rattrapage 2026 Cyberattaque.org — Les Embruns d’Oléron : les données de 1 800 vacanciers du camping exfiltrées,nouveau,,,,
2026-05-24,La mairie d’Eyguières paralysée par un ransomware,France,France,Administration / Collectivité,Ransomware,Inconnu,Signal documenté par la source,60,"La mairie d’Eyguières, commune d’environ 7 000 habitants située dans les Alpilles, a été victime d’une cyberattaque au…",https://www.cyberattaque.org/la-mairie-deyguieres-paralysee-par-un-ransomware/,Rattrapage 2026 Cyberattaque.org — La mairie d’Eyguières paralysée par un ransomware,nouveau,,,,
2026-05-23,Largo victime d’une cyberattaque,France,France,Numérique / Technologie,Autre cyber,Inconnu,Signal documenté par la source,60,Le spécialiste français du reconditionnement high-tech Largo informe ses clients avoir été victime d’un incident de sécurité ayant…,https://www.cyberattaque.org/largo-victime-dune-cyberattaque-les-donnees-clients-et-commandes-en-fuite/,Rattrapage 2026 Cyberattaque.org — Largo victime d’une cyberattaque : les données clients et commandes en fuite,nouveau,,,,
2026-05-23,Camping-Car Plus,France,France,Commerce / Distribution,Fuite de données,Inconnu,Signal documenté par la source,60,"Le site Camping-Car Plus, spécialisé dans la vente d’accessoires et d’équipements pour camping-cars et vans aménagés, informe ses…",https://www.cyberattaque.org/camping-car-plus-victime-dune-fuite-de-donnees-les-mots-de-passe-exposes/,"Rattrapage 2026 Cyberattaque.org — Camping-Car Plus : victime d’une fuite de données, les mots de passe exposés",nouveau,,,,
2026-05-23,Avea Vacances victime d’une cyberattaque,France,France,Inconnu,Autre cyber,ChimeraZ,Signal documenté par la source,60,"La série noire des cyberattaques dans le tourisme par ChimeraZ continue avec l’association Avea Vacances, spécialisée dans les…",https://www.cyberattaque.org/avea-vacances-victime-dune-cyberattaque-46-000-dossiers-de-sejours-exposes/,Rattrapage 2026 Cyberattaque.org — Avea Vacances victime d’une cyberattaque : 46 000 dossiers de séjours exposés,nouveau,,,,
2026-05-23,Atoa.io,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"La plateforme Atoa.io, spécialisée dans les services financiers et les solutions d’investissement, fait l’objet d’une importante fuite de…",https://www.cyberattaque.org/atoa-io-les-documents-kyc-pieces-didentite-et-donnees-bancaires-exposes-apres-une-fuite-massive/,"Rattrapage 2026 Cyberattaque.org — Atoa.io : les documents KYC, pièces d’identité et données bancaires exposés après une fuite massive",nouveau,,,,
2026-05-22,Move Up Formation,France,France,Éducation / Formation,Intrusion,Inconnu,Revendiqué / non corroboré,65,"Le site moveup-formation.fr, spécialisé dans la formation professionnelle, apparaît dans une nouvelle fuite publiée sur un forum cybercriminel….",https://www.cyberattaque.org/move-up-formation-pirate-base-de-donnees-code-source-et-acces-administrateur-en-fuite/,"Rattrapage 2026 Cyberattaque.org — Move Up Formation piraté : base de données, code source et accès administrateur en fuite",nouveau,,,,
2026-05-22,Jimmy Fairly,France,France,Commerce / Distribution,Fuite de données,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Jimmy Fairly, enseigne française d’optique fondée en 2010, est actuellement proposée à…",https://www.cyberattaque.org/jimmy-fairly-fuite-massive-de-357-000-clients-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Jimmy Fairly : fuite massive de 357 000 clients après une cyberattaque,nouveau,,,,
2026-05-22,Auchan Optique,France,France,Commerce / Distribution,Autre cyber,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Auchan Optique, l’enseigne spécialisée dans l’optique du groupe Auchan, circule actuellement sur…",https://www.cyberattaque.org/auchan-optique-plus-de-218-000-clients-en-fuite-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Auchan Optique : plus de 218 000 clients en fuite après une cyberattaque,nouveau,,,,
2026-05-22,Atol Mon Opticien,France,France,Commerce / Distribution,Fuite de données,Inconnu,Signal documenté par la source,60,"Une importante base de données attribuée à Atol, l’un des principaux groupes d’optique en France, est actuellement proposée…",https://www.cyberattaque.org/atol-mon-opticien-59-millions-de-clients-exposes-dans-une-fuite-massive-de-donnees/,"Rattrapage 2026 Cyberattaque.org — Atol Mon Opticien : 5,9 millions de clients exposés dans une fuite massive de données",nouveau,,,,
2026-05-22,Almerys au cœur d’une fuite massive de 15 millions de numéros de sécurité sociale,France,France,Finance / Assurance,Fuite de données,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Almerys, acteur majeur du tiers payant et de la gestion des flux…",https://www.cyberattaque.org/almerys-au-coeur-dune-fuite-massive-de-15-millions-de-numeros-de-securite-sociale/,Rattrapage 2026 Cyberattaque.org — Almerys au cœur d’une fuite massive de 15 millions de numéros de sécurité sociale,nouveau,,,,
2026-05-21,McDonald’s touché par une cyberattaque,France,France,Finance / Assurance,Autre cyber,Inconnu,Confirmé,100,McDonald’s France a confirmé avoir été victime d’un incident de sécurité ayant conduit à des accès frauduleux à…,https://www.cyberattaque.org/mcdonalds-touche-par-une-cyberattaque-des-comptes-fidelite-utilises-a-linsu-des-clients/,Rattrapage 2026 Cyberattaque.org — McDonald’s touché par une cyberattaque : des comptes fidélité utilisés à l’insu des clients,nouveau,,,,
2026-05-20,"GitHub touché par une cyberattaque, près de 4 000 dépôts internes privés en fuite",Inconnu,Non documenté publiquement,Inconnu,Autre cyber,Inconnu,Confirmé,100,"GitHub, la plateforme de développement utilisée par des millions de développeurs dans le monde, a confirmé avoir été…",https://www.cyberattaque.org/github-touche-par-une-cyberattaque-pres-de-4-000-depots-prives-internes-en-fuite/,"Rattrapage 2026 Cyberattaque.org — GitHub touché par une cyberattaque, près de 4 000 dépôts internes privés en fuite",nouveau,,,,
2026-05-19,Vacances Lagrange,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Une base de données attribuée à Vacances Lagrange, acteur français spécialisé dans les résidences de vacances et locations…",https://www.cyberattaque.org/vacances-lagrange-plus-de-44-000-vacanciers-touches-par-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Vacances Lagrange : plus de 44 000 vacanciers touchés par une fuite de données,nouveau,,,,
2026-05-18,MediaVacances,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Le site de MediaVacances, plateforme française spécialisée dans les locations de vacances entre particuliers, fait l’objet d’une importante…",https://www.cyberattaque.org/media-vacances-256-000-clients-exposes-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — MediaVacances : 256 000 factures exposées dans une fuite de données,nouveau,,,,
2026-05-18,Groupe CRIT,Tunisie,Tunisie,Transport / Logistique,Ransomware,Inconnu,Signal documenté par la source,60,"Le groupe français CRIT, spécialiste du travail temporaire, du recrutement et des services aéroportuaires, apparaît sur le site…",https://www.cyberattaque.org/groupe-crit-les-documents-rh-et-des-pieces-didentite-exposes/,Rattrapage 2026 Cyberattaque.org — Groupe CRIT : les documents RH et des pièces d’identité d’une filiale tunisienne exposés,nouveau,,,,
2026-05-17,Transitions Pro Centre-Val de Loire,France,France,Inconnu,Ransomware,Inconnu,Signal documenté par la source,60,"Transitions Pro Centre-Val de Loire, organisme chargé d’accompagner les salariés dans leurs projets de reconversion professionnelle, est visé…",https://www.cyberattaque.org/transitions-pro-centre-val-de-loire-des-dizaines-de-go-de-donnees-menacees-apres-un-ransomware/,Rattrapage 2026 Cyberattaque.org — Transitions Pro Centre-Val de Loire : des dizaines de Go de données menacées après un ransomware,nouveau,,,,
2026-05-17,Gîtes de France,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Le réseau Gîtes de France, acteur historique des locations de vacances et du tourisme rural en France, a…",https://www.cyberattaque.org/gites-de-france-les-reservations-de-389-000-clients-dans-une-fuite-de-donnees/,Rattrapage 2026 Cyberattaque.org — Gîtes de France : les réservations de 389 000 clients dans une fuite de données,nouveau,,,,
2026-05-16,Djaboo,France,France,Inconnu,Autre cyber,Inconnu,Revendiqué / non corroboré,65,Un important volume de données attribué au site djaboo.com a été publié sur un forum cybercriminel le 15…,https://www.cyberattaque.org/djaboo-plus-de-25-go-de-fichiers-internes-sensibles-publies-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Djaboo : plus de 25 Go de fichiers internes sensibles publiés après une cyberattaque,nouveau,,,,
2026-05-15,Pierre & Vacances,France,France,Inconnu,Fuite de données,Inconnu,Confirmé,100,Le groupe français Pierre & Vacances-Center Parcs a reconnu avoir été victime d’un incident de sécurité ayant conduit…,https://www.cyberattaque.org/maeva-pierre-vacances-center-parcs-cyberattque-fuite-donnees/,"Rattrapage 2026 Cyberattaque.org — Pierre & Vacances : 4,5 millions de vacanciers exposés dans une fuite massive de données",nouveau,,,,
2026-05-15,OpenAI,Inconnu,Non documenté publiquement,Numérique / Technologie,Autre cyber,Inconnu,Confirmé,100,"OpenAI a confirmé avoir été touché par une cyberattaque liée à la compromission de TanStack npm, une bibliothèque…",https://www.cyberattaque.org/openai-des-donnees-internes-compromises-apres-linstallation-de-la-bibliotheque-piegee-tanstack/,Rattrapage 2026 Cyberattaque.org — OpenAI : des données internes compromises après l’installation de la bibliothèque piégée TanStack,nouveau,,,,
2026-05-14,Union Prof Asso,France,France,Éducation / Formation,Fuite de données,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée au site union-prof.asso.fr a été publiée sur un forum cybercriminel le 14 mai…,https://www.cyberattaque.org/union-prof-asso-11-000-documents-et-conventions-lies-a-des-centres-de-formation-diffuses-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Union Prof Asso : 11 000 documents et conventions liés à des centres de formation diffusés après une cyberattaque,nouveau,,,,
2026-05-14,FFMOTO,France,France,Sport,Fuite de données,Inconnu,Revendiqué / non corroboré,65,"Le hacker lazasec123 affirme avoir récupéré une base contenant près de 2,3 millions de profils associés à des…",https://www.cyberattaque.org/ffmoto-23-millions-de-motards-francais-exposes-dans-une-fuite-de-donnees/,"Rattrapage 2026 Cyberattaque.org — FFMOTO : 2,3 millions de motards français exposés dans une fuite de données",nouveau,,,,
2026-05-14,EFC Formation,France,France,Éducation / Formation,Fuite de données,ChimeraZ,Revendiqué / non corroboré,65,"Le hacker ChimeraZ affirme avoir compromis des données provenant de efcformation.com, le site de l’École Française de Comptabilité…",https://www.cyberattaque.org/efc-formation-une-fuite-massive-expose-60-000-documents-administratifs-et-bancaires/,Rattrapage 2026 Cyberattaque.org — EFC Formation : une fuite massive expose 60 000 documents administratifs et 49 000 étudiants,nouveau,,,,
2026-05-14,Collège de France,France,France,Éducation / Formation,Intrusion,Inconnu,Signal documenté par la source,60,De nouvelles informations issues de la fuite attribuée au Collège de France montrent la présence d’une importante arborescence…,https://www.cyberattaque.org/college-de-france-plus-de-1-600-chercheurs-enseignants-et-documents-internes-en-fuite/,"Rattrapage 2026 Cyberattaque.org — Collège de France : plus de 1 600 chercheurs, enseignants et documents internes en fuite",nouveau,,,,
2026-05-13,Škoda,France,France,Industrie / Manufacture,Intrusion,Inconnu,Confirmé,100,"Le constructeur automobile Škoda, filiale du groupe Volkswagen, a confirmé avoir été victime d’une intrusion visant sa boutique…",https://www.cyberattaque.org/skoda-une-cyberattaque-expose-les-mots-de-passe-et-donnees-clients-de-la-boutique-en-ligne/,Rattrapage 2026 Cyberattaque.org — Škoda : une cyberattaque expose les mots de passe et données clients de la boutique en ligne,nouveau,,,,
2026-05-13,Woop,France,France,Inconnu,Ransomware,Inconnu,Signal documenté par la source,60,Une base de données attribuée au site français woopit.fr est actuellement proposée à la vente sur un forum…,https://www.cyberattaque.org/woop-plus-de-256-000-utilisateurs-exposes-avec-coordonnees-et-donnees-bancaires/,Rattrapage 2026 Cyberattaque.org — Woop : plus de 256 000 utilisateurs exposés avec coordonnées et données bancaires,nouveau,,,,
2026-05-13,Mistral AI,France,France,Numérique / Technologie,Autre cyber,TeamPCP,Revendiqué / non corroboré,65,Un hacker se présentant sous le nom de TeamPCP affirme détenir une importante quantité de données internes appartenant…,https://www.cyberattaque.org/mistral-ai-450-depots-prives-et-5-go-de-code-interne-menaces-de-diffusion-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Mistral AI : 450 dépôts privés et 5 Go de code interne menacés de diffusion après une cyberattaque,nouveau,,,,
2026-05-13,Le Domaine des Tournels ciblé par une cyberattaque,France,France,Inconnu,Ransomware,Qilin,Revendiqué / non corroboré,65,"Le groupe de ransomware Qilin affirme avoir compromis les systèmes du Domaine des Tournels, un établissement situé dans…",https://www.cyberattaque.org/le-domaine-des-tournels-cible-par-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Le Domaine des Tournels ciblé par une cyberattaque,nouveau,,,,
2026-05-13,La Boîte Immo,France,Marseille,Construction / BTP,Autre cyber,ChimeraZ,Revendiqué / non corroboré,65,"Le hacker ChimeraZ affirme détenir des données liées à La Boîte Immo, une société française spécialisée dans les…",https://www.cyberattaque.org/la-boite-immo-28-000-profils-et-documents-immobiliers-diffuses-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — La Boîte Immo : des profils et documents immobiliers diffusés après une cyberattaque,nouveau,,,,
2026-05-13,Akitatek,France,France,Commerce / Distribution,Autre cyber,ChimeraZ,Revendiqué / non corroboré,65,Le hacker utilisant le pseudonyme ChimeraZ affirme avoir compromis une base de données liée au site français Akitatek.fr….,https://www.cyberattaque.org/akitatek-les-donnees-de-pres-de-5-500-clients-diffusees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — Akitatek : les données de près de 5 500 clients diffusées après une cyberattaque,nouveau,,,,
2026-05-13,A.R.Ge.Co,France,France,Services aux entreprises,Ransomware,Anubis,Revendiqué / non corroboré,65,"Le groupe de ransomware Anubis affirme avoir compromis les systèmes de A.R.Ge.Co, une société française spécialisée dans les…",https://www.cyberattaque.org/a-r-ge-co-les-donnees-comptables-et-financieres-diffusees-apres-une-cyberattaque/,Rattrapage 2026 Cyberattaque.org — A.R.Ge.Co : les données comptables et financières diffusées après une cyberattaque,nouveau,,,,
2026-05-12,Thales,France,France,Industrie / Manufacture,Ransomware,ChimeraZ,Revendiqué / non corroboré,65,Un hacker utilisant le pseudonyme ChimeraZ affirme avoir compromis une base de données associée au groupe français Thales….,https://www.cyberattaque.org/thales-des-milliers-dutilisateurs-diffusees-apres-une-cyberattaque-visant-le-geant-francais-de-la-defense/,Rattrapage 2026 Cyberattaque.org — Thales : des milliers de données d’employés diffusées publiquement sur un forum cybercriminel,nouveau,,,,
2026-05-12,Roubaix,France,France,Administration / Collectivité,Fuite de données,Inconnu,Signal documenté par la source,60,La Ville de Roubaix a annoncé avoir été victime d’un incident de sécurité touchant le Kiosque famille du…,https://www.cyberattaque.org/roubaix-le-kiosque-famille-suspendu-apres-une-fuite-de-donnees-concernant-des-enfants-scolarises/,Rattrapage 2026 Cyberattaque.org — Roubaix : le Kiosque famille suspendu après une fuite de données concernant des enfants scolarisés,nouveau,,,,
2026-05-12,Nuhanciam,France,France,Commerce / Distribution,Intrusion,Inconnu,Revendiqué / non corroboré,65,Une base de données attribuée à Nuhanciam circule actuellement sur un forum cybercriminel. La publication évoque plus de…,https://www.cyberattaque.org/nuhanciam-plus-de-156-000-clients-exposes-dans-une-fuite-visant-la-marque-de-cosmetiques/,Rattrapage 2026 Cyberattaque.org — Nuhanciam : plus de 156 000 clients exposés dans une fuite visant la marque de cosmétiques,nouveau,,,,
2026-05-12,CalendrIDEL,France,France,Inconnu,Fuite de données,Inconnu,Signal documenté par la source,60,"Des données attribuées à CalendrIDEL, une plateforme française destinée aux infirmiers libéraux, ont été publiées sur un forum…",https://www.cyberattaque.org/calendridel-les-donnees-de-1-400-infirmiers-liberaux-diffusees-publiquement/,Rattrapage 2026 Cyberattaque.org — CalendrIDEL : les données de 1 400 infirmiers libéraux diffusées publiquement,nouveau,,,,
