date,organisation,territoire,localisation,secteur,type_menace,acteur,statut,score_cyberattaque,impact_connu,source_urls,synthese,evolution
2026-08-16,Fédération Française de Motocyclisme,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/f-d-ration-fran-aise-de-motocyclisme-msvj2szkiclvx2gaoc,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Motocyclisme.,nouveau
2026-04-17,Fédération Française de Basket-ball,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/federation-francaise-de-basket-ball-mo34dzdcz8go94lk26d,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Basket-ball.,nouveau
2026-04-17,Comptoir Du Rêve,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/comptoir-du-reve-mo3cvksifjt3ei8zrrk,Rattrapage 2026 depuis l’archive FrenchBreaches — Comptoir Du Rêve.,nouveau
2026-04-16,Service radiologie de la Clinique de l’Yvette,France,France,Santé,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/service-radiologie-de-la-clinique-de-l-yvette-mo1pfdtjoik20qj3c3,Rattrapage 2026 depuis l’archive FrenchBreaches — Service radiologie de la Clinique de l’Yvette.,nouveau
2026-04-16,Pompes Funèbres Musulmanes (AL ISRA OUA AL MIARAJ),France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/pompes-funebres-musulmanes-al-isra-oua-al-miaraj-mo1bt4haqohymag7spk,Rattrapage 2026 depuis l’archive FrenchBreaches — Pompes Funèbres Musulmanes (AL ISRA OUA AL MIARAJ).,nouveau
2026-04-15,E-campus (Police Nationale),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/e-campus-police-nationale-mo0ah8spmz9fiiyowa,Rattrapage 2026 depuis l’archive FrenchBreaches — E-campus (Police Nationale).,nouveau
2026-04-15,Brit Hotel,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/brit-hotel-mnzv6qjmvy04thq65th,Rattrapage 2026 depuis l’archive FrenchBreaches — Brit Hotel.,nouveau
2026-04-15,Assuréa,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/assurea-mnzvksnagcezy68h3ec,Rattrapage 2026 depuis l’archive FrenchBreaches — Assuréa.,nouveau
2026-04-14,Université Grenoble Alpes (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/universite-grenoble-alpes-alumni-mnxvmzgll0nbdlg2k7p,Rattrapage 2026 depuis l’archive FrenchBreaches — Université Grenoble Alpes (Alumni).,nouveau
2026-04-14,Logis Hotels,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/logis-hotels-mnyhijgkt7qdhwdnyfc,Rattrapage 2026 depuis l’archive FrenchBreaches — Logis Hotels.,nouveau
2026-04-14,Le Château royal de Blois et la Maison de la Magie (Vivaticket),France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/le-chateau-royal-de-blois-et-la-maison-de-la-magie-vivaticket-mnxvkogb6lpkg386nm9 | https://www.bing.com/ck/a?!&&p=fc359e278eef504909cd8e7755b646221405e121a8dfc2cdd0e888027434badaJmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0132f923-c776-6058-14a2-ee94c64a61ad&u=a1aHR0cHM6Ly93d3cuZ29vZ2xlLnVzLw&ntb=1 | https://www.bing.com/ck/a?!&&p=753cc8d3c30a3edab001011561649a1059f487855104c7e72a2d58031bfa19faJmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0132f923-c776-6058-14a2-ee94c64a61ad&u=a1aHR0cHM6Ly93d3cubWVycmlhbS13ZWJzdGVyLmNvbS9kaWN0aW9uYXJ5L0xF&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — Le Château royal de Blois et la Maison de la Magie (Vivaticket).,nouveau
2026-04-13,Basic Fit,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/basic-fit-mnwz7351s4inuhnn5b,Rattrapage 2026 depuis l’archive FrenchBreaches — Basic Fit.,nouveau
2026-04-12,Insei,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/insei-mnvqx6sox0p45fzukds,Rattrapage 2026 depuis l’archive FrenchBreaches — Insei.,nouveau
2026-04-12,EduConnect,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/educonnect-mnw545yji0dchbbduil,Rattrapage 2026 depuis l’archive FrenchBreaches — EduConnect.,nouveau
2026-04-12,Département de l'Ardèche,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/departement-de-l-ardeche-mnvsun0lmmjuxtsf,Rattrapage 2026 depuis l’archive FrenchBreaches — Département de l'Ardèche.,nouveau
2026-04-12,Booking,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/booking-mnw0r2u37k4v7tr3ic5,Rattrapage 2026 depuis l’archive FrenchBreaches — Booking.,nouveau
2026-04-11,Université Côte d’Azur (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/universite-cote-d-azur-alumni-mnuifcz6ulp2lhx0nhb,Rattrapage 2026 depuis l’archive FrenchBreaches — Université Côte d’Azur (Alumni).,nouveau
2026-04-11,Rockstar Games,France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/rockstar-games-mntonjdn2g17dnv8f1b,Rattrapage 2026 depuis l’archive FrenchBreaches — Rockstar Games.,nouveau
2026-04-11,Plan d’Investissement dans les Compétences (PIC),France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/plan-d-investissement-dans-les-competences-pic-mnui4561lx0c882msq,Rattrapage 2026 depuis l’archive FrenchBreaches — Plan d’Investissement dans les Compétences (PIC).,nouveau
2026-04-11,La Réserve citoyenne de l’Éducation nationale,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-reserve-citoyenne-de-l-education-nationale-mnu6yeanvo10uowzczh,Rattrapage 2026 depuis l’archive FrenchBreaches — La Réserve citoyenne de l’Éducation nationale.,nouveau
2026-04-11,France Verif,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/france-verif-mnuu0st134jlyp2cjor,Rattrapage 2026 depuis l’archive FrenchBreaches — France Verif.,nouveau
2026-04-11,ENSAI Network (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/ensai-network-alumni-mnuiimi2am2vh17zrti,Rattrapage 2026 depuis l’archive FrenchBreaches — ENSAI Network (Alumni).,nouveau
2026-04-10,Université de Pau et des Pays de l’Adour (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/universite-de-pau-et-des-pays-de-l-adour-alumni-mnt2ad82gskh5dm03pv,Rattrapage 2026 depuis l’archive FrenchBreaches — Université de Pau et des Pays de l’Adour (Alumni).,nouveau
2026-04-10,Université de Lille (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/universite-de-lille-alumni-mnsvabagwtogvg3try,Rattrapage 2026 depuis l’archive FrenchBreaches — Université de Lille (Alumni).,nouveau
2026-04-10,Son-Video,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/son-video-mnt24zqb8d3lrvez0rh,Rattrapage 2026 depuis l’archive FrenchBreaches — Son-Video.,nouveau
2026-04-10,L'Académie de Paris,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/l-academie-de-paris-mnsobtrlz5hfedth1c,Rattrapage 2026 depuis l’archive FrenchBreaches — L'Académie de Paris.,nouveau
2026-04-10,Fédération Française du Sport Universitaire,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/federation-francaise-du-sport-universitaire-mnsok7rv0a8pvci8yqn,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française du Sport Universitaire.,nouveau
2026-04-10,EasyLounge,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/easylounge-mnt22wwb26e5c30oldo,Rattrapage 2026 depuis l’archive FrenchBreaches — EasyLounge.,nouveau
2026-04-10,DB Telecom,France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/db-telecom-mnswjyxcklf4v0cxyxr,Rattrapage 2026 depuis l’archive FrenchBreaches — DB Telecom.,nouveau
2026-04-09,Diplôme de Compétence en Langue (DCL),France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/diplome-de-competence-en-langue-dcl-mnrnlqkezrez9emajb,Rattrapage 2026 depuis l’archive FrenchBreaches — Diplôme de Compétence en Langue (DCL).,nouveau
2026-04-08,Université de Strasbourg (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/universite-de-strasbourg-alumni-mnro00e8q823e9bl4c8,Rattrapage 2026 depuis l’archive FrenchBreaches — Université de Strasbourg (Alumni).,nouveau
2026-04-08,ICN Graduates (Alumni),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/icn-graduates-alumni-mnro1gqousd9jkk8yn,Rattrapage 2026 depuis l’archive FrenchBreaches — ICN Graduates (Alumni).,nouveau
2026-04-07,Ordigard,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/ordigard-mnrpveqshlhf1yejvl9,Rattrapage 2026 depuis l’archive FrenchBreaches — Ordigard.,nouveau
2026-04-07,KFC France,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/kfc-france-mnro510z9e1zrnvv2y8,Rattrapage 2026 depuis l’archive FrenchBreaches — KFC France.,nouveau
2026-04-06,Ymed,France,Bordeaux,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/ymed-mnroxudcgln9u5jswm9,Rattrapage 2026 depuis l’archive FrenchBreaches — Ymed.,nouveau
2026-04-06,Alumn Force,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/alumn-force-mnrolg2mf9wpgg4amy9,Rattrapage 2026 depuis l’archive FrenchBreaches — Alumn Force.,nouveau
2026-04-05,Système de santé (ARS & hôpitaux),France,France,Santé,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/systeme-de-sante-ars-hopitaux-mnlkwthawgfdf1b8ija,Rattrapage 2026 depuis l’archive FrenchBreaches — Système de santé (ARS & hôpitaux).,nouveau
2026-04-05,Nosho,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/nosho-mnlvfrhcebk517sw1pu,Rattrapage 2026 depuis l’archive FrenchBreaches — Nosho.,nouveau
2026-04-04,Or en Cash,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/or-en-cash-mnjjbpqtmu8dau5x93,Rattrapage 2026 depuis l’archive FrenchBreaches — Or en Cash.,nouveau
2026-04-04,La Quiberonnaise,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-quiberonnaise-mnke3skd1ma6v6fvxq,Rattrapage 2026 depuis l’archive FrenchBreaches — La Quiberonnaise.,nouveau
2026-04-03,SongTrivia2,France,France,Services aux entreprises,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/songtrivia2-mni5e34jv84sh95dicl | https://www.bing.com/ck/a?!&&p=36dd93086564f6a76533f1641203e9d755531ae2ccea8f9312956c40bec01090JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=05ffe486-2898-6763-347c-f331299766e8&u=a1aHR0cHM6Ly93d3cucmVkZGl0LmNvbS9yL2ZlZWR0aGViZWFzdC9jb21tZW50cy8xOGxtN2JuL2lzX21vZHJpbnRoX3NhZmUv&ntb=1 | https://www.bing.com/ck/a?!&&p=6bef7f37ff53928c6641202b18d7fcb6bb5f24cdfc7bc3d34088aa7dc06bc482JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=05ffe486-2898-6763-347c-f331299766e8&u=a1aHR0cHM6Ly93d3cucmVkZGl0LmNvbS9yL2ZhYnJpY21jL2NvbW1lbnRzL2NlZzd1Zy9vcmdzcG9uZ2Vwb3dlcmVkYXNtbWl4aW50cmFuc2Zvcm1lcnRocm93YWJsZXNtaXhpbi8&ntb=1 | https://www.bing.com/ck/a?!&&p=f3d02993bcac73a371aad6134c7a05e2c26f278cd2ebfa381a227caf9ecc48acJmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=05ffe486-2898-6763-347c-f331299766e8&u=a1aHR0cHM6Ly9zdXBwb3J0Lm1pY3Jvc29mdC5jb20vZGUtZGUvYWNjb3VudHMtYmlsbGluZy9tYW5hZ2UvaG93LXRvLXNpZ24taW4tdG8taG90bWFpbA&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — SongTrivia2.,nouveau
2026-04-03,Gold Union,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/gold-union-mnhexsbo60wjir5o2yi,Rattrapage 2026 depuis l’archive FrenchBreaches — Gold Union.,nouveau
2026-04-01,La Force Ouvrière,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-force-ouvriere-mnfxw8xfr3j6igkav8r,Rattrapage 2026 depuis l’archive FrenchBreaches — La Force Ouvrière.,nouveau
2026-03-31,Vaucluse Provence Attractivité,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/vaucluse-provence-attractivite-mnetg8x4b65ef10h5wd,Rattrapage 2026 depuis l’archive FrenchBreaches — Vaucluse Provence Attractivité.,nouveau
2026-03-31,Vacancéole,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/vacanceole-mnf3xbukb3psyd9glmp,Rattrapage 2026 depuis l’archive FrenchBreaches — Vacancéole.,nouveau
2026-03-31,La Mine Bleue,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-mine-bleue-mnf5bd3n6gc5dt3u3h2,Rattrapage 2026 depuis l’archive FrenchBreaches — La Mine Bleue.,nouveau
2026-03-31,Homair,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/homair-mnetdqhzt7za7btmwq,Rattrapage 2026 depuis l’archive FrenchBreaches — Homair.,nouveau
2026-03-30,La Centrale de Financement,France,France,Inconnu,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-centrale-de-financement-mnd0gasm4s0jipxut0v,Rattrapage 2026 depuis l’archive FrenchBreaches — La Centrale de Financement.,nouveau
2026-03-30,Iliad,France,France,Numérique / Technologie,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/iliad-mnd7b97l30f39gkdsrf,Rattrapage 2026 depuis l’archive FrenchBreaches — Iliad.,nouveau
2026-03-30,Fédération Française de Savate,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/federation-francaise-de-savate-mndjo3acgpxm5rdgo1,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Savate.,nouveau
2026-03-30,Belambra (clubs & hôtels),France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/belambra-clubs-hotels-mnd3gvxkc3kvw692tqe,Rattrapage 2026 depuis l’archive FrenchBreaches — Belambra (clubs & hôtels).,nouveau
2026-03-28,Le Petit Vapoteur,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/le-petit-vapoteur-mnanmz23cl3a0gosyom,Rattrapage 2026 depuis l’archive FrenchBreaches — Le Petit Vapoteur.,nouveau
2026-03-28,La Commission Européenne,Union européenne,Union européenne,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/la-commission-europeenne-mnaztl3yv900z7li06k | https://www.bing.com/ck/a?!&&p=372fdd6e2f6289e90eaf6e2cbfce832ddfcf07052990ed47bed1b1d06e4b7df5JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0196688e-a2e4-69b5-0081-7f39a3996823&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9Mb3NfQW5nZWxlcw&ntb=1 | https://www.bing.com/ck/a?!&&p=49c529819002600b4961f429550fa81a7d5a019c52d7a57e0851614de57a0505JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=0196688e-a2e4-69b5-0081-7f39a3996823&u=a1aHR0cHM6Ly93d3cuZGlzY292ZXJsb3NhbmdlbGVzLmNvbS8&ntb=1,Rattrapage 2026 depuis l’archive FrenchBreaches — La Commission Européenne.,nouveau
2026-03-28,Fédération Française Handisport,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/federation-francaise-handisport-mnalz0sv24utotk0bpx,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française Handisport.,nouveau
2026-03-26,Les Champs Libre,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/les-champs-libre-mn7f4dam043tt9x1u34q,Rattrapage 2026 depuis l’archive FrenchBreaches — Les Champs Libre.,nouveau
2026-03-25,Cerballiance,France,France,Finance / Assurance,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/cerballiance-mn6es5cdpnde31uimj,Rattrapage 2026 depuis l’archive FrenchBreaches — Cerballiance.,nouveau
2026-03-24,Système d’information sur les armes (SIA),France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/systeme-d-information-sur-les-armes-sia-mn4xn9qerauthb4b0kd,Rattrapage 2026 depuis l’archive FrenchBreaches — Système d’information sur les armes (SIA).,nouveau
2026-03-24,Métropole d'Aix-Marseille-Provence,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/metropole-d-aix-marseille-provence-mn0c918fgtko4oawxm,Rattrapage 2026 depuis l’archive FrenchBreaches — Métropole d'Aix-Marseille-Provence.,nouveau
2026-03-24,Mondial Tissus,France,France,Commerce / Distribution,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/mondial-tissus-mn4jg4wwokr5ijnhg6,Rattrapage 2026 depuis l’archive FrenchBreaches — Mondial Tissus.,nouveau
2026-03-24,Ministère de l'éducation,France,France,Administration / Collectivité,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/ministere-de-l-education-mmxmaibwtdti87gaecf,Rattrapage 2026 depuis l’archive FrenchBreaches — Ministère de l'éducation.,nouveau
2026-03-24,Les Crous,France,France,Éducation / Formation,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/les-crous-mn4j67pgwgz8jpgjckk,Rattrapage 2026 depuis l’archive FrenchBreaches — Les Crous.,nouveau
2026-03-24,Fédération Française de Vol Libre,France,France,Sport,Fuite de données,Inconnu,Référencé par FrenchBreaches ; corroboration variable,50,Alerte référencée dans l’archive 2026 de FrenchBreaches ; détails à enrichir depuis la fiche source.,https://frenchbreaches.com/alertes/federation-francaise-de-vol-libre-mn4ohnx9su2ekqag19,Rattrapage 2026 depuis l’archive FrenchBreaches — Fédération Française de Vol Libre.,nouveau
